file_path,x,y,X,Y,dx,dy,dX,dY,class
apple_49.jpg,0.0,0.0,0.996309963099631,0.9966666666666667,0.055350553505535055,0.29,-0.055350553505535055,-0.02666666666666667,apple
apple_49.jpg,0.5092250922509225,0.056666666666666664,0.8671586715867159,0.34,-0.45387453874538747,0.23333333333333334,0.07380073800738007,0.63,background
apple_49.jpg,0.07380073800738007,0.31333333333333335,0.5867158671586716,0.93,-0.01845018450184502,-0.023333333333333334,0.35424354243542433,0.04,apple
apple_49.jpg,0.13653136531365315,0.3466666666666667,0.9003690036900369,0.8866666666666667,-0.08118081180811808,-0.056666666666666664,0.04059040590405904,0.08333333333333333,apple
apple_49.jpg,0.18081180811808117,0.30666666666666664,0.922509225092251,0.9266666666666666,-0.12546125461254612,-0.016666666666666666,0.01845018450184502,0.043333333333333335,apple
apple_49.jpg,0.4870848708487085,0.056666666666666664,0.8671586715867159,0.3433333333333333,-0.4317343173431734,0.23333333333333334,0.07380073800738007,0.6266666666666667,background
apple_49.jpg,0.18081180811808117,0.30666666666666664,0.922509225092251,0.93,-0.12546125461254612,-0.016666666666666666,0.01845018450184502,0.04,apple
apple_49.jpg,0.07380073800738007,0.31333333333333335,0.5867158671586716,0.93,-0.01845018450184502,-0.023333333333333334,0.35424354243542433,0.04,apple
apple_49.jpg,0.42066420664206644,0.056666666666666664,0.8671586715867159,0.3566666666666667,-0.36531365313653136,0.23333333333333334,0.07380073800738007,0.6133333333333333,background
apple_49.jpg,0.07380073800738007,0.056666666666666664,0.8671586715867159,0.93,-0.01845018450184502,0.23333333333333334,0.07380073800738007,0.04,apple
apple_49.jpg,0.18081180811808117,0.30666666666666664,0.922509225092251,0.93,-0.12546125461254612,-0.016666666666666666,0.01845018450184502,0.04,apple
apple_49.jpg,0.18081180811808117,0.05333333333333334,0.922509225092251,0.93,-0.12546125461254612,0.23666666666666666,0.01845018450184502,0.04,apple
apple_49.jpg,0.13653136531365315,0.05333333333333334,0.922509225092251,0.93,-0.08118081180811808,0.23666666666666666,0.01845018450184502,0.04,apple
apple_49.jpg,0.0,0.05333333333333334,0.922509225092251,0.9366666666666666,0.055350553505535055,0.23666666666666666,0.01845018450184502,0.03333333333333333,apple
apple_49.jpg,0.05904059040590406,0.056666666666666664,0.8671586715867159,0.9333333333333333,-0.0036900369003690036,0.23333333333333334,0.07380073800738007,0.03666666666666667,apple
apple_49.jpg,0.0,0.04,0.9446494464944649,0.9566666666666667,0.055350553505535055,0.25,-0.0036900369003690036,0.013333333333333334,apple
apple_49.jpg,0.0,0.04,0.9446494464944649,0.9566666666666667,0.055350553505535055,0.25,-0.0036900369003690036,0.013333333333333334,apple
apple_49.jpg,0.0,0.04,0.9446494464944649,0.9566666666666667,0.055350553505535055,0.25,-0.0036900369003690036,0.013333333333333334,apple
apple_49.jpg,0.0,0.0,0.996309963099631,0.9966666666666667,0.055350553505535055,0.29,-0.055350553505535055,-0.02666666666666667,apple
apple_75.jpg,0.041379310344827586,0.1310344827586207,0.996551724137931,0.9310344827586207,-0.02413793103448276,-0.02413793103448276,-0.006896551724137931,0.020689655172413793,apple
apple_75.jpg,0.03103448275862069,0.16206896551724137,0.4379310344827586,0.596551724137931,-0.013793103448275862,-0.05517241379310345,0.5517241379310345,0.35517241379310344,background
apple_75.jpg,0.15862068965517243,0.7,0.996551724137931,0.996551724137931,-0.1413793103448276,-0.593103448275862,-0.006896551724137931,-0.04482758620689655,background
apple_75.jpg,0.0,0.6103448275862069,0.22413793103448276,0.996551724137931,0.017241379310344827,-0.503448275862069,0.7655172413793103,-0.04482758620689655,background
apple_75.jpg,0.18275862068965518,0.0,0.7896551724137931,0.21379310344827587,-0.16551724137931034,0.10689655172413794,0.2,0.7379310344827587,background
apple_75.jpg,0.0,0.0,0.49310344827586206,0.28620689655172415,0.017241379310344827,0.10689655172413794,0.496551724137931,0.6655172413793103,background
apple_75.jpg,0.18275862068965518,0.0,0.9517241379310345,0.21379310344827587,-0.16551724137931034,0.10689655172413794,0.03793103448275862,0.7379310344827587,background
apple_75.jpg,0.0,0.0,0.9517241379310345,0.28620689655172415,0.017241379310344827,0.10689655172413794,0.03793103448275862,0.6655172413793103,background
apple_75.jpg,0.0,0.0,0.9517241379310345,0.28620689655172415,0.017241379310344827,0.10689655172413794,0.03793103448275862,0.6655172413793103,background
apple_75.jpg,0.03103448275862069,0.14482758620689656,0.7689655172413793,0.596551724137931,-0.013793103448275862,-0.03793103448275862,0.2206896551724138,0.35517241379310344,apple
apple_75.jpg,0.0,0.6103448275862069,0.996551724137931,0.996551724137931,0.017241379310344827,-0.503448275862069,-0.006896551724137931,-0.04482758620689655,apple
apple_75.jpg,0.0,0.11724137931034483,0.7689655172413793,0.6379310344827587,0.017241379310344827,-0.010344827586206896,0.2206896551724138,0.3137931034482759,apple
apple_75.jpg,0.0,0.11724137931034483,0.996551724137931,0.9310344827586207,0.017241379310344827,-0.010344827586206896,-0.006896551724137931,0.020689655172413793,apple
apple_75.jpg,0.0,0.0,0.9517241379310345,0.28620689655172415,0.017241379310344827,0.10689655172413794,0.03793103448275862,0.6655172413793103,background
